Unnamed: 0.1,Unnamed: 0,ID,COUN,COUN_MAP,SEX,AGE,RELI,PRAC,FOCC,MOCC,FIEL,EMOT,Field1,SIT,SEX_MAP,RELI_MAP,PRAC_MAP,FOCC_MAP,MOCC_MAP,FIEL_MAP,COUN_MAP.1,model_completion
6348,6421,6422,27,malawi,1,24,1,1,8.0,1.0,8.0,2.0,fear,I was given a wristwatch by my first girl and after two days another girl of mine also gave me a wristwatch.,male,protestant,practicing,self-employed nonacademic,housewife,medical,malawi,Gratitude.
6349,6422,6423,27,malawi,1,24,1,1,8.0,1.0,8.0,3.0,anger,My girlfriend mentioned a certain girl's name who was my girl some time back and she is no longer mine that she said she was still mine.,male,protestant,practicing,self-employed nonacademic,housewife,medical,malawi,Mindfulness
6350,6423,6424,27,malawi,1,24,1,1,8.0,1.0,8.0,4.0,sadness,I had been caught red-handed having stolen some paw-paw. I was then taken the elders owning the paw-paws.,male,protestant,practicing,self-employed nonacademic,housewife,medical,malawi,Shame.
6351,6424,6425,27,malawi,1,24,1,1,8.0,1.0,8.0,5.0,disgust,I was double crossing Mercy and Maria. They one day came to know each other. I was found by Mercy red-haded when I was with Maria.,male,protestant,practicing,self-employed nonacademic,housewife,medical,malawi,Regret
6352,6425,6426,27,malawi,1,24,1,1,8.0,1.0,8.0,6.0,shame,"I had a girlfriend in the same class I was. I did not do well in my Exams, but she did satisfactorily well and was taken into another class leaving me behind.",male,protestant,practicing,self-employed nonacademic,housewife,medical,malawi,Sadness
6353,6426,6427,27,malawi,1,24,1,1,8.0,1.0,8.0,7.0,guilt,Our Headmaster came to our hostel. The lights were off but there was a lot of noise. We shouted at him when he knocked at our door. We later saw that it was the Headmaster.,male,protestant,practicing,self-employed nonacademic,housewife,medical,malawi,Regret.
6354,6427,6428,27,malawi,1,24,2,1,8.0,8.0,8.0,1.0,joy,This happened when I was selected to go to Secondary school to start Form I in October 1980.,male,catholic,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Gratitude
6355,6428,6429,27,malawi,1,24,2,1,8.0,8.0,8.0,2.0,fear,As I was taking venous blood from another patient I introduced air into the place of puncturing and there was a swelling which is dangerous to the patient hence I became afraid.,male,catholic,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Fear
6356,6429,6430,27,malawi,1,24,2,1,8.0,8.0,8.0,3.0,anger,My lovely girlfriend double-crossed me and so that I found her chatting with another guy.,male,catholic,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Sadness
6357,6430,6431,27,malawi,1,24,2,1,8.0,8.0,8.0,4.0,sadness,I really became sad when mother passed away while I was very young.,male,catholic,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Grief
6358,6431,6432,27,malawi,1,24,2,1,8.0,8.0,8.0,5.0,disgust,I was disgusted when my brother was arrested because of stealing money.,male,catholic,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Compassion
6359,6432,6433,27,malawi,1,24,2,1,8.0,8.0,8.0,6.0,shame,I was ashamed when my classmates discovered that I fell in love with an uneducated girl.,male,catholic,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Shame
6360,6433,6434,27,malawi,1,24,2,1,8.0,8.0,8.0,7.0,guilt,I felt guilty when I lost K43 for my friend when he was arrested.,male,catholic,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Guilt
6361,6434,6435,27,malawi,1,22,2,1,8.0,1.0,8.0,1.0,joy,I felt joy when I passed my Malawi School Certificate of Education.,male,catholic,practicing,self-employed nonacademic,housewife,medical,malawi,Joy
6362,6435,6436,27,malawi,1,22,2,1,8.0,1.0,8.0,2.0,fear,When I had crossed Lilongwe forest I heard that there was a rabid hyena just near the path in the forest.,male,catholic,practicing,self-employed nonacademic,housewife,medical,malawi,Mindfulness
6363,6436,6437,27,malawi,1,22,2,1,8.0,1.0,8.0,3.0,anger,I was angry when I heard that my only girl was going about with another man. So I decided to drop her but later the story came to be untrue.,male,catholic,practicing,self-employed nonacademic,housewife,medical,malawi,Compassion
6364,6437,6438,27,malawi,1,22,2,1,8.0,1.0,8.0,4.0,sadness,When I was not selected to go to the University of Malawi I felt very sad.,male,catholic,practicing,self-employed nonacademic,housewife,medical,malawi,Sadness
6365,6438,6439,27,malawi,1,22,2,1,8.0,1.0,8.0,5.0,disgust,When I was presumed to have stolen maize from the school garden.,male,catholic,practicing,self-employed nonacademic,housewife,medical,malawi,Compassion
6366,6439,6440,27,malawi,1,22,2,1,8.0,1.0,8.0,6.0,shame,I once proposed my own niece whom I did not know but I discovered after she was my girlfriend.,male,catholic,practicing,self-employed nonacademic,housewife,medical,malawi,Confusion
6367,6440,6441,27,malawi,1,22,2,1,8.0,1.0,8.0,7.0,guilt,"A certain colleague of mine sent me to buy a bag of flour for him, he gave me K20. Unfortunately I lost it.",male,catholic,practicing,self-employed nonacademic,housewife,medical,malawi,Acceptance.
6368,6441,6442,27,malawi,1,25,7,1,2.0,1.0,8.0,1.0,joy,When I married my wife and took her home for the first time.,male,others,practicing,unemployed,housewife,medical,malawi,Joy
6369,6442,6443,27,malawi,1,25,7,1,2.0,1.0,8.0,2.0,fear,When my friend was involved in a car accident.,male,others,practicing,unemployed,housewife,medical,malawi,Compassion
6370,6443,6444,27,malawi,1,25,7,1,2.0,1.0,8.0,3.0,anger,When I was charmed by my relatives.,male,others,practicing,unemployed,housewife,medical,malawi,Gratitude.
6371,6444,6445,27,malawi,1,25,7,1,2.0,1.0,8.0,4.0,sadness,When my mother died in August 1978.,male,others,practicing,unemployed,housewife,medical,malawi,Grief.
6372,6445,6446,27,malawi,1,25,7,1,2.0,1.0,8.0,5.0,disgust,When I entered the wound intensive care at the Central Hospital in Blantyre which was stinking.,male,others,practicing,unemployed,housewife,medical,malawi,Compassion
6373,6446,6447,27,malawi,1,25,7,1,2.0,1.0,8.0,6.0,shame,When I first failed my standard 8 exams for the first attempt for Form I selection.,male,others,practicing,unemployed,housewife,medical,malawi,Acceptance
6374,6447,6448,27,malawi,1,25,7,1,2.0,1.0,8.0,7.0,guilt,When I had beaten my auntie.,male,others,practicing,unemployed,housewife,medical,malawi,Regret
6375,6448,6449,27,malawi,1,24,2,1,8.0,8.0,8.0,1.0,joy,My friend took me to Civo Stadium to watch and listen to the music of the International singer Sam Mangwana. I had no hope of going there since I had no money so he gave me the money for admission.,male,catholic,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Gratitude
6376,6449,6450,27,malawi,1,24,2,1,8.0,8.0,8.0,2.0,fear,I had fear when I was left alone at the bus depot at night. I had problems of how to move to this place.,male,catholic,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Fear.
6377,6450,6451,27,malawi,1,24,2,1,8.0,8.0,8.0,3.0,anger,I felt angry when I heard that my sister had failed the Examinations which we hoped she was going to pass with distinctions.,male,catholic,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Compassion
6378,6451,6452,27,malawi,1,24,2,1,8.0,8.0,8.0,4.0,sadness,I felt sad when I heard that my girlfriend was double-crossing me with the boy who is my best friend.,male,catholic,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Sadness
6379,6452,6453,27,malawi,1,24,2,1,8.0,8.0,8.0,5.0,disgust,I felt disgust when I saw a friend walking in stagnant water without putting on gum boots.,male,catholic,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Disgust
6380,6453,6454,27,malawi,1,24,2,1,8.0,8.0,8.0,6.0,shame,I experienced shame when I failed to keep a promise to meet my friend at the bus depot. He later came and asked me why I had not turned up.,male,catholic,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Regret
6381,6454,6455,27,malawi,1,24,2,1,8.0,8.0,8.0,7.0,guilt,I felt guilty of revealing a secret to my in-law. I told her that my brother and I had gone to disconight which is a thing my brother didn't want to let her know. Later my brother was accused of spending a night out.,male,catholic,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Regret
6382,6455,6456,27,malawi,1,23,1,1,8.0,1.0,8.0,1.0,joy,The joy came when I first proposed a girl at Secondary School.,male,protestant,practicing,self-employed nonacademic,housewife,medical,malawi,Happiness
6383,6456,6457,27,malawi,1,23,1,1,8.0,1.0,8.0,2.0,fear,As I was in a ward one man died and I was instructed to watch the last offices. But this was my first time to see a dead person - fear came.,male,protestant,practicing,self-employed nonacademic,housewife,medical,malawi,Compassion
6384,6457,6458,27,malawi,1,23,1,1,8.0,1.0,8.0,3.0,anger,I was very angry when I heard that my brother was beaten by his friends.,male,protestant,practicing,self-employed nonacademic,housewife,medical,malawi,Compassion
6385,6458,6459,27,malawi,1,23,1,1,8.0,1.0,8.0,4.0,sadness,I was very sad when I heard about the death of my teacher who taught me in Standard 8.,male,protestant,practicing,self-employed nonacademic,housewife,medical,malawi,Grief
6386,6459,6460,27,malawi,1,23,1,1,8.0,1.0,8.0,5.0,disgust,I was disgusted to see a person vomitting and I was told to clean the place where the vomit was.,male,protestant,practicing,self-employed nonacademic,housewife,medical,malawi,Compassion
6387,6460,6461,27,malawi,1,23,1,1,8.0,1.0,8.0,6.0,shame,I was ashamed when a certain friend of mine I used to move with failed to propose to a lady yet we always said to ourselves no lady can refuse our proposal.,male,protestant,practicing,self-employed nonacademic,housewife,medical,malawi,Compassion.
6388,6461,6462,27,malawi,1,23,1,1,8.0,1.0,8.0,7.0,guilt,"I felt guilty when one of my secondary teacher left me while I was in Form three, he was the only one who showed love to me.",male,protestant,practicing,self-employed nonacademic,housewife,medical,malawi,Guilt
6389,6462,6463,27,malawi,1,23,1,1,3.0,1.0,8.0,1.0,joy,"My sister gave birth to twins, healthy ones.",male,protestant,practicing,student,housewife,medical,malawi,Joy
6390,6463,6464,27,malawi,1,23,1,1,3.0,1.0,8.0,2.0,fear,I was looking after my father's sheen in the forest. One day while playing with friends from neighbouring villages the flock escaped me and went into a far place. It became dark and I was afraid of father. I went home and hid myself.,male,protestant,practicing,student,housewife,medical,malawi,Fear
6391,6464,6465,27,malawi,1,23,1,1,3.0,1.0,8.0,3.0,anger,I planned to travel a distance of 20 kilometres on my bike. I planned this when I was working in the hospital. When I went to the house I found that a friend had taken my bike without my consent.,male,protestant,practicing,student,housewife,medical,malawi,Equanimity
6392,6465,6466,27,malawi,1,23,1,1,3.0,1.0,8.0,4.0,sadness,It was in the evening when I heard that my girl went to Zambia and that she would never come back.,male,protestant,practicing,student,housewife,medical,malawi,Sadness
6393,6466,6467,27,malawi,1,23,1,1,3.0,1.0,8.0,5.0,disgust,A sister broke a cup and when mother asked I was reported to have been responsible.,male,protestant,practicing,student,housewife,medical,malawi,Compassion.
6394,6467,6468,27,malawi,1,23,1,1,3.0,1.0,8.0,6.0,shame,"One day mother slaughtered a chicken for a brother who had come back for holiday. In everybody's absence I opened the foodstore and ate all internal organs of the chicken. When mother discovered, we were all called and I was found with hands stained with soup. I was ashamed being the eldest of all in the family.",male,protestant,practicing,student,housewife,medical,malawi,Shame
6395,6468,6469,27,malawi,1,22,1,1,5.0,1.0,8.0,1.0,joy,This emotion happened when I passed my primary school examination and was selected for Secondary School.,male,protestant,practicing,blue collar trained,housewife,medical,malawi,Joy
6396,6469,6470,27,malawi,1,22,1,1,5.0,1.0,8.0,2.0,fear,At primary school I was accused by some boys of being in love with a certain girl in their class so they had to shout and beat the girl and the matter was reported to the headmaster.,male,protestant,practicing,blue collar trained,housewife,medical,malawi,Compassion
6397,6470,6471,27,malawi,1,22,1,1,5.0,1.0,8.0,3.0,anger,I was very angry when one day I went to see my girlfriend I talked to her and could not answer back. She was depressed for reasons which were not known to me.,male,protestant,practicing,blue collar trained,housewife,medical,malawi,Compassion
6398,6471,6472,27,malawi,1,22,1,1,5.0,1.0,8.0,4.0,sadness,I was very sad when I was shouted at by Uncle and was told that I was not to be given school fees because I didn't go to work in the garden since I had gone to escort my sister to the bus depot.,male,protestant,practicing,blue collar trained,housewife,medical,malawi,Sadness
6399,6472,6473,27,malawi,1,22,1,1,5.0,1.0,8.0,5.0,disgust,"I was disgusted when I was told to dress a big rotten stinky wound which, coming closer, made me feel like vomitting.",male,protestant,practicing,blue collar trained,housewife,medical,malawi,Compassion
6400,6473,6474,27,malawi,1,22,1,1,5.0,1.0,8.0,6.0,shame,I was ashamed one day when we were found stealing and roasting maize cobs from Agricultural experimental projects.,male,protestant,practicing,blue collar trained,housewife,medical,malawi,Shame
6401,6474,6475,27,malawi,1,22,1,1,5.0,1.0,8.0,7.0,guilt,I felt guilty when the truth was known about my impregnating the girl we were staying with.,male,protestant,practicing,blue collar trained,housewife,medical,malawi,Remorse
6402,6475,6476,27,malawi,1,22,1,1,5.0,1.0,8.0,1.0,joy,It was August 30th when I heard on the radio that I passed my M.C.E. exams and I was really happy and joyous because of the event.,male,protestant,practicing,blue collar trained,housewife,medical,malawi,Joy
6403,6476,6477,27,malawi,1,22,1,1,5.0,1.0,8.0,2.0,fear,I was walking alone along the place where people fear that there are always thieves there and the people who kill their friends during the night two months ago.,male,protestant,practicing,blue collar trained,housewife,medical,malawi,Mindfulness
6404,6477,6478,27,malawi,1,22,1,1,5.0,1.0,8.0,3.0,anger,I once was accused of falling in love with someone's girlfriend which was not true because the girl was just a friend of mine.,male,protestant,practicing,blue collar trained,housewife,medical,malawi,Compassion
6405,6478,6479,27,malawi,1,22,1,1,5.0,1.0,8.0,4.0,sadness,It was when I failed standard 8 exams while all my friends passed and went to secondary school. In class I was always getting more marks than they did.,male,protestant,practicing,blue collar trained,housewife,medical,malawi,Disappointment
6406,6479,6480,27,malawi,1,22,1,1,5.0,1.0,8.0,5.0,disgust,"My first day to work in hospital, when I was dressing wounds I was disgusted when I came across one wound with a very bad smell.",male,protestant,practicing,blue collar trained,housewife,medical,malawi,Compassion
6407,6480,6481,27,malawi,1,22,1,1,5.0,1.0,8.0,6.0,shame,"One day I was with my girlfriend and other friends were behind us, I fell down because the place was slippery and I really felt ashamed.",male,protestant,practicing,blue collar trained,housewife,medical,malawi,Embarrassment.
6408,6481,6482,27,malawi,1,22,1,1,5.0,1.0,8.0,7.0,guilt,I felt guilty one day when I was accused of running away from classes and I was caught.,male,protestant,practicing,blue collar trained,housewife,medical,malawi,Remorse.
6409,6482,6483,27,malawi,1,27,1,1,8.0,1.0,8.0,1.0,joy,It was when I was allowed to take my wife away from her parents after being refused for three times on grounds that she should first write her examination.,male,protestant,practicing,self-employed nonacademic,housewife,medical,malawi,Gratitude
6410,6483,6484,27,malawi,1,27,1,1,8.0,1.0,8.0,2.0,fear,When two hyenas made crying noise on the window of my bedroom at home when I was preparing for my MCE examination during the night.,male,protestant,practicing,self-employed nonacademic,housewife,medical,malawi,Compassion
6411,6484,6485,27,malawi,1,27,1,1,8.0,1.0,8.0,3.0,anger,It was when my Instructor awoke me late at night to get prepared for the training at Military college when he was coming back from his personal social activities.,male,protestant,practicing,self-employed nonacademic,housewife,medical,malawi,Acceptance
6412,6485,6486,27,malawi,1,27,1,1,8.0,1.0,8.0,4.0,sadness,I slept in a tent at the Barracks which caught fire at night and my best possessions got burnt in there.,male,protestant,practicing,self-employed nonacademic,housewife,medical,malawi,Acceptance
6413,6486,6487,27,malawi,1,27,1,1,8.0,1.0,8.0,5.0,disgust,It was when my father beat my mother while she was ill for three weeks and now she was recovering.,male,protestant,practicing,self-employed nonacademic,housewife,medical,malawi,Compassion
6414,6487,6488,27,malawi,1,27,1,1,8.0,1.0,8.0,6.0,shame,When parents of a certain girl refused to let me marry their daughter because I was not fit to do so yet the girl accepted everything and later she followed what her parents insisted and she told me never to talk to her again.,male,protestant,practicing,self-employed nonacademic,housewife,medical,malawi,Sadness
6415,6488,6489,27,malawi,1,27,1,1,8.0,1.0,8.0,7.0,guilt,The time I was at secondary school during the holiday I appeared to my father while heavily drunk and I talked nonsense like in some sort of carefree.,male,protestant,practicing,self-employed nonacademic,housewife,medical,malawi,Regret.
6416,6489,6490,27,malawi,1,24,1,1,7.0,1.0,8.0,1.0,joy,This came in when at one time I met a girl who I didn't expect to fall in love with me. Fortunately I tried my luck and she accepted my proposal. At the same time she was giving me a lot of money which was just like a miracle to me.,male,protestant,practicing,white collar academic,housewife,medical,malawi,Gratitude
6417,6490,6491,27,malawi,1,24,1,1,7.0,1.0,8.0,2.0,fear,When I was travelling at night.,male,protestant,practicing,white collar academic,housewife,medical,malawi,Mindfulness
6418,6491,6492,27,malawi,1,24,1,1,7.0,1.0,8.0,3.0,anger,"I experienced this when one of my friends reported to the Headmaster that I had gone out for beer, whilst the information was not true at all. So I had to fight the friend before the Headmaster.",male,protestant,practicing,white collar academic,housewife,medical,malawi,Betrayal
6419,6492,6493,27,malawi,1,24,1,1,7.0,1.0,8.0,4.0,sadness,When I was at school.,male,protestant,practicing,white collar academic,housewife,medical,malawi,Curiosity
6420,6493,6494,27,malawi,1,24,1,1,7.0,1.0,8.0,5.0,disgust,One of those days when I was going to school with my brother and he annoyed me.,male,protestant,practicing,white collar academic,housewife,medical,malawi,Frustration
6421,6494,6495,27,malawi,1,24,1,1,7.0,1.0,8.0,6.0,shame,This was when one of the Clinical officers scolded us in the hospital on how to make beds but we did not deserve to be scolded.,male,protestant,practicing,white collar academic,housewife,medical,malawi,Compassion
6422,6496,6497,27,malawi,1,25,2,1,8.0,8.0,8.0,1.0,joy,"That was soon after the results of the interview which nearly 9,000 people attended in all the three regions of Malawi. My joy came after hearing on the radio that I was one of the people selected to undergo the Medical Assistant training at the L.S.H.S.",male,catholic,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Gratitude
6423,6497,6498,27,malawi,1,25,2,1,8.0,8.0,8.0,2.0,fear,Fear came towards the end of May when the P.T.S. results were out after hearing the failure of my fellow three friends.,male,catholic,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Compassion
6424,6498,6499,27,malawi,1,25,2,1,8.0,8.0,8.0,3.0,anger,I was once this week angry when soemone trying to compress my mind due to his nonsense speech which himself could not tolerate at all.,male,catholic,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Frustration
6425,6499,6500,27,malawi,1,25,2,1,8.0,8.0,8.0,4.0,sadness,"This condition accumulated in my mind when funeral news was brought to my awareness, that a close relative had passed away.",male,catholic,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Compassion
6426,6500,6501,27,malawi,1,25,2,1,8.0,8.0,8.0,5.0,disgust,A condition in which I was disgusted followed when I lost money on my way home from the college.,male,catholic,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Acceptance
6427,6501,6502,27,malawi,1,25,2,1,8.0,8.0,8.0,6.0,shame,I was very ashamed when I was neglected by a certain friend whom I was thinking loved me very much.,male,catholic,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Disappointment
6428,6502,6503,27,malawi,1,25,2,1,8.0,8.0,8.0,7.0,guilt,"I once felt guilty when a certain passenger in the same (ship, plane ?) which I boarded when coming from home lost his 10t which in fact fell into my pocket unknowingly.",male,catholic,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Compassion
6429,6503,6504,27,malawi,1,20,2,1,8.0,1.0,8.0,1.0,joy,It was when I was selected to go to a Secondary school to start form I.,male,catholic,practicing,self-employed nonacademic,housewife,medical,malawi,Gratitude
6430,6504,6505,27,malawi,1,20,2,1,8.0,1.0,8.0,2.0,fear,It was when I stepped on a python (snake) unknowingly while it was sleeping near a baobab tree.,male,catholic,practicing,self-employed nonacademic,housewife,medical,malawi,Mindfulness
6431,6505,6506,27,malawi,1,20,2,1,8.0,1.0,8.0,3.0,anger,It was when my friend had stolen my money (K10) and had disappeared.,male,catholic,practicing,self-employed nonacademic,housewife,medical,malawi,Compassion
6432,6506,6507,27,malawi,1,20,2,1,8.0,1.0,8.0,4.0,sadness,It was when my father was taken into detention by the CIDS for two years for a reason I don't know up to now.,male,catholic,practicing,self-employed nonacademic,housewife,medical,malawi,Sorrow
6433,6507,6508,27,malawi,1,20,2,1,8.0,1.0,8.0,5.0,disgust,It was when I drunk urine during my childhood thinking it was water. My friend had urinated in the tin.,male,catholic,practicing,self-employed nonacademic,housewife,medical,malawi,Disgust
6434,6508,6509,27,malawi,1,20,2,1,8.0,1.0,8.0,6.0,shame,It was when my father caught me with a girl in dark corners and asked me what I was doing there.,male,catholic,practicing,self-employed nonacademic,housewife,medical,malawi,Embarrassment
6435,6509,6510,27,malawi,1,20,2,1,8.0,1.0,8.0,7.0,guilt,It was when I injured a friend accidentally with a stone. It made a cut on the cheeks which resulted in suturing.,male,catholic,practicing,self-employed nonacademic,housewife,medical,malawi,Regret
6436,6510,6511,27,malawi,1,22,1,1,8.0,5.0,8.0,1.0,joy,Time had struck 8 o'clock when I heard from the radio that I had been selected to Robert Blake Secondary School for Form I. I was very happy for the selection. My parents and I were very happy and full of joy.,male,protestant,practicing,self-employed nonacademic,blue collar trained,medical,malawi,Joy
6437,6511,6512,27,malawi,1,22,1,1,8.0,5.0,8.0,2.0,fear,"My brother had bowel obstruction, having heard that he was going for surgery, I was afraid he might not come back to life after hearing of the General Anaesthesia.",male,protestant,practicing,self-employed nonacademic,blue collar trained,medical,malawi,Compassion
6438,6512,6513,27,malawi,1,22,1,1,8.0,5.0,8.0,3.0,anger,I felt very angry after one driver had run over my beloved niece.,male,protestant,practicing,self-employed nonacademic,blue collar trained,medical,malawi,Compassion
6439,6513,6514,27,malawi,1,22,1,1,8.0,5.0,8.0,4.0,sadness,"I was away to school (Primary). In my abscence my young brother at home got sick suddenly. My parents took him to hospital. On the way he died. It came to me as a sad, sudden and shocking news and I felt very sad.",male,protestant,practicing,self-employed nonacademic,blue collar trained,medical,malawi,Compassion
6440,6514,6515,27,malawi,1,22,1,1,8.0,5.0,8.0,5.0,disgust,I felt disgusted when I went to one of the Central hospitals where my hope of getting good treatment was turned down by one of the doctors who said I was alright despite my feeling pain.,male,protestant,practicing,self-employed nonacademic,blue collar trained,medical,malawi,Disappointment.
6441,6515,6516,27,malawi,1,22,1,1,8.0,5.0,8.0,6.0,shame,"I was in my room, I just heard that my Uncle had been caught in somebody's house with somebody's wife. He had to appear in court. I went to see what would happen to him.",male,protestant,practicing,self-employed nonacademic,blue collar trained,medical,malawi,Compassion
6442,6516,6517,27,malawi,1,22,1,1,8.0,5.0,8.0,7.0,guilt,I felt guilty after hearing that my girlfriend with whom I had spent most of my time was pregnant.,male,protestant,practicing,self-employed nonacademic,blue collar trained,medical,malawi,Guilt
6443,6517,6518,27,malawi,1,22,1,1,8.0,8.0,8.0,1.0,joy,When I heard that I had passed Primary School Leaving Certificate and was selected to go for Secondary education.,male,protestant,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Joy
6444,6518,6519,27,malawi,1,22,1,1,8.0,8.0,8.0,2.0,fear,When I heard that there is teasing and bulling at Secondary School.,male,protestant,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Compassion
6445,6519,6520,27,malawi,1,22,1,1,8.0,8.0,8.0,3.0,anger,When I heard that I was not to be provided with another pair of medical uniform.,male,protestant,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Acceptance
6446,6520,6521,27,malawi,1,22,1,1,8.0,8.0,8.0,4.0,sadness,When I heard that my father had passed away.,male,protestant,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Sadness
6447,6521,6522,27,malawi,1,22,1,1,8.0,8.0,8.0,5.0,disgust,When I vomitted a lump of blood.,male,protestant,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Compassion
6448,6522,6523,27,malawi,1,22,1,1,8.0,8.0,8.0,6.0,shame,When a certain girl I believed to be my life partner refused an engagement.,male,protestant,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Acceptance
6449,6523,6524,27,malawi,1,22,1,1,8.0,8.0,8.0,7.0,guilt,When I didn't notify someone that he was summoned by a headmaster and as a result he ended being on a heavy punishment.,male,protestant,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Regret.
6450,6524,6525,27,malawi,1,24,1,1,8.0,8.0,8.0,1.0,joy,I met my girlfriend on the way and she joyfully welcomed me on the way home.,male,protestant,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Joy
6451,6525,6526,27,malawi,1,24,1,1,8.0,8.0,8.0,2.0,fear,One time I set up my journey at night going to a certain bar. On the way I met my friends and they told me that two people had died because of heavy fighting. I proceeded on but with fear.,male,protestant,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Fear
6452,6526,6527,27,malawi,1,24,1,1,8.0,8.0,8.0,3.0,anger,"An incident occurred to me when I was going home with my girlfriend. On the way, a man named Banda grabbed my girlfriend in my presence. I was really angry with him and as a result I threw stones at him and he ran away.",male,protestant,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Compassion.
6453,6527,6528,27,malawi,1,24,1,1,8.0,8.0,8.0,4.0,sadness,When I found my baby whipped by my Auntie. I was really sad and up to this moment my sadness is still on.,male,protestant,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Compassion
6454,6528,6529,27,malawi,1,24,1,1,8.0,8.0,8.0,5.0,disgust,I was really disgusted when I saw one of my friends soiling on his clothes. I thought he was mad.,male,protestant,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Compassion
6455,6529,6530,27,malawi,1,24,1,1,8.0,8.0,8.0,6.0,shame,One day I went for a bath. I took off my clothes and as soon as I had finished my brother came in. I felt sad and I found no reason why he came in.,male,protestant,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Confusion
6456,6530,6531,27,malawi,1,24,1,1,8.0,8.0,8.0,7.0,guilt,One day I took a packet of sweets from a certain Grocery at Nathenje. Then later on I started to feel guilty and realised that I had done a wrong thing to him.,male,protestant,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Remorse
6457,6531,6532,27,malawi,1,21,1,1,8.0,1.0,8.0,1.0,joy,I felt happy when I saw my brother at the bus depot after 3 months without seing each other.,male,protestant,practicing,self-employed nonacademic,housewife,medical,malawi,Joy
6458,6532,6533,27,malawi,1,21,1,1,8.0,1.0,8.0,2.0,fear,"When we were going to Nkhoma last Saturday the vehicle was moving very fast, so I feared we might crash since the road was too rough.",male,protestant,practicing,self-employed nonacademic,housewife,medical,malawi,Fear.
6459,6533,6534,27,malawi,1,21,1,1,8.0,1.0,8.0,3.0,anger,When they put the blame on me when I scored the third goal at the match.,male,protestant,practicing,self-employed nonacademic,housewife,medical,malawi,Compassion
6460,6534,6535,27,malawi,1,21,1,1,8.0,1.0,8.0,4.0,sadness,"I felt very sad when I lost my three Kwacha at civo Stadium when Sam Mangwana was playing some Rumba records. That was not what I expected, I wanted some Disco records.",male,protestant,practicing,self-employed nonacademic,housewife,medical,malawi,Sadness
6461,6535,6536,27,malawi,1,21,1,1,8.0,1.0,8.0,5.0,disgust,In ward 2A there was a patient suffering from Syphilitic Paraplegia and had pressure sores. The wounds had offensive smell that only a few people .... the place.,male,protestant,practicing,self-employed nonacademic,housewife,medical,malawi,Compassion
6462,6536,6537,27,malawi,1,21,1,1,8.0,1.0,8.0,6.0,shame,It was when we were beaten or lost the football match by 5-1 and then I scored the third goal to my own side.,male,protestant,practicing,self-employed nonacademic,housewife,medical,malawi,Regret
6463,6537,6538,27,malawi,1,21,1,1,8.0,1.0,8.0,7.0,guilt,When I scored the third goal to my own side at a football match against William Murray Secondary School and we were badly defeated.,male,protestant,practicing,self-employed nonacademic,housewife,medical,malawi,Regret
6464,6538,6539,27,malawi,1,29,2,1,8.0,8.0,8.0,1.0,joy,On December the 28th I was filled with Joy when I was told by my bosses that I had been selected to attend a course at the Lilongwe School for Health Scienced in Lilongwe.,male,catholic,practicing,self-employed nonacademic,self-employed nonacademic,medical,malawi,Gratitude
